Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
281,11131609,"Philipp Boos","2023-12-09 10:08:50",5.4729,1,phibonacci
282,11216211,sigmoid_ss,"2023-12-20 06:16:09",5.4729,2,sigmoidss
283,10949863,"Devanshu Ramaiya","2023-12-09 10:26:44",5.4729,2,devanshu125
284,11205925,KAMLESH,"2023-12-11 06:27:00",5.4729,2,konkii
285,11197896,"Xiangjie Liang","2023-12-17 17:28:10",5.4729,2,"danddy,physikcat2023,xiangjieliang"
286,11280237,leontyevdm,"2023-12-20 21:10:45",5.4729,2,leontyevdm
287,11056789,"Elias Solomatin","2023-12-20 07:51:13",5.4729,1,eliassolomatin
288,11027754,"Prashant Kikani","2023-12-15 07:01:33",5.4729,2,prashantkikani
289,11098114,FPP_ZRH,"2023-12-19 22:42:28",5.4729,2,fppzrh
290,10946285,"Ryan Deng","2023-12-15 15:39:17",5.4729,2,"ddddsaado,mingxiangao"
291,11388027,HOS_sbi,"2023-12-14 06:31:17",5.4729,2,sbi1209
292,11333977,"Thorbjörn Thorén","2023-12-16 01:01:22",5.4730,1,thorbjrnthorn
293,10980093,复旦牛逼,"2023-12-20 14:03:31",5.4730,2,"franksjtu,wangjincheng888"
294,11384135,yuto083,"2023-12-13 01:08:16",5.4730,1,yuto0712
295,10959515,HTC,"2023-12-20 10:27:10",5.4730,2,"hlnchen,remineva,shichentang"
296,10949462,"Josef Švenda","2023-12-20 10:05:19",5.4730,2,svendaj
297,11012922,tanzhicong,"2023-12-18 07:50:07",5.4730,2,tanzhicong
298,11049260,"Nobu Kimura","2023-12-20 12:11:44",5.4730,2,keb1175
299,11305355,Etruscai,"2023-12-20 06:27:29",5.4730,2,"del=37da0a9e6330f048,ebrunazayis,marangoz,ocanaydin,tugbabz"
300,11210303,swelltt,"2023-12-20 10:13:01",5.4730,2,"amberr089980,jiaruishelwang,swelltt,yrtian,zzqfred"
301,11153932,"The Bug-Makers Club","2023-12-18 03:06:16",5.4730,2,"hanyuleng,huangsixuan05,ludwigliu42,yuzhe2020"
302,11033669,软大,"2023-12-20 03:03:36",5.4730,1,renlixin
303,11391937,"Mikhail Karchevskiy","2023-12-19 07:09:47",5.4730,2,suvalex
304,11232327,"Nick Sergievskiy","2023-12-16 14:38:18",5.4730,2,nicksergievskiy
305,11179184,CsOH,"2023-12-09 00:57:39",5.4731,2,csoh123
306,10971806,FightingBob,"2023-12-18 00:16:57",5.4731,2,fightingbob
307,10991304,"Alexis Gassmann","2023-12-15 07:10:58",5.4731,2,tarandro
308,11151045,Steve00000,"2023-12-12 09:56:18",5.4731,2,"fanyuanma,steve00000"
309,11160385,逆旅行人,"2023-12-16 11:41:19",5.4731,2,tangelei121
310,11153635,qianmulin,"2023-12-19 10:20:36",5.4731,2,qianmulin
311,11107747,"Danil Kulminskiy","2023-12-20 09:08:07",5.4731,2,dankiy
312,11069258,"Eduard A. Stefanescu","2023-12-20 15:20:01",5.4731,2,eduardastefanescu
313,11345509,agápē,"2023-12-08 13:27:39",5.4731,2,philippgabelko
314,11281123,y&t,"2023-12-19 19:56:52",5.4731,2,"takus4649,yuyumarupython"
315,10994112,"Francesco Sabbarese","2023-12-20 17:05:56",5.4731,2,francescosabbarese97
316,11386940,"Brian Chaplin","2023-12-14 01:21:29",5.4731,2,bchaplin1
317,11252605,IceCream,"2023-12-08 08:09:00",5.4731,2,qiancz
318,11200430,"Rational Technology.ai lab","2023-12-20 07:24:38",5.4731,2,namco111
319,11344450,QinCBiao,"2023-12-15 07:19:29",5.4731,1,qincbiao
320,11351388,算了随缘了,"2023-12-20 01:18:16",5.4732,2,babypatrice
321,11011703,"Alpha By Any Means","2023-12-19 17:28:08",5.4732,2,"briangardner97,larsfyhr"
322,11302957,"Longyu Li","2023-12-17 18:12:08",5.4732,2,longyuli
323,11058803,chentianxing,"2023-12-13 07:23:43",5.4732,2,chentianxing
324,10960677,"Junji Takeshima","2023-12-16 08:14:13",5.4732,2,junjitakeshima
325,10962279,"John F J Liu","2023-12-17 01:48:30",5.4732,2,johnfjliu
326,10946568,Shin7jp,"2023-12-08 09:35:04",5.4732,1,shin7jp
327,11044675,Roma_zbj,"2023-12-19 14:30:44",5.4732,1,romazbj
328,10990480,sasayaka,"2023-12-19 14:46:07",5.4732,2,sasayaka
329,10988829,Pablo,"2023-12-19 02:33:17",5.4732,2,lanteluons
330,11179887,"DI_Huy Nguyen","2023-12-19 02:09:58",5.4732,2,hwhuynguyen
331,10956054,"Peter Chuikov","2023-12-20 16:02:02",5.4732,2,petrchuikov
332,11233877,L000py,"2023-12-13 00:42:23",5.4732,1,"ggmeng,l000py,shanleinformation,zhiweiyoung"
333,11172159,H210164,"2023-12-19 09:15:15",5.4732,1,h210164
334,11346694,Raki,"2023-12-20 17:34:38",5.4732,2,raki21
335,11078538,"Igor Litvin","2023-12-12 21:35:36",5.4732,2,igorlitvin
336,11387817,LeLimourien,"2023-12-20 17:19:38",5.4732,1,lelimourien
337,11279334,wasjaip,"2023-12-17 19:06:08",5.4732,1,wasjaip
338,11329296,Snapfinger,"2023-12-18 00:45:51",5.4732,2,yijuner
339,11037451,"shun takinami","2023-12-15 23:56:28",5.4733,2,shuntakinami
340,11245966,ParadoxR,"2023-12-18 14:25:03",5.4733,2,paradoxr
341,11334243,rafael,"2023-12-20 15:14:34",5.4733,2,azxraf
342,10950965,RandomUofTStudents,"2023-12-14 06:39:26",5.4733,2,"jiazhoubi,ststeady,zzekun007"
343,11000119,LZK,"2023-12-15 16:37:49",5.4733,2,"kasum1,louislou123,zhangyue325"
344,11345173,"C R Suthikshn Kumar","2023-12-19 13:35:07",5.4733,2,crsuthikshnkumar
345,10950148,"Francesco Romano","2023-11-18 12:38:06",5.4733,1,proiettivo
346,11278979,humbleyll,"2023-12-14 05:06:02",5.4733,1,humbleyll
347,11113319,"KT Miao","2023-12-20 11:28:00",5.4733,2,yiconghuangkaitong
348,11276760,"Robbie chen","2023-12-19 03:11:13",5.4733,2,robbie0592
349,11020245,aagapi,"2023-12-20 15:12:44",5.4733,2,aagapi
350,11237509,Yestreen,"2023-12-19 13:48:41",5.4733,2,juggernautb
351,11128526,yukawa,"2023-11-16 04:47:12",5.4733,1,ykwkota
352,11035896,"JHU FP 5","2023-12-14 00:22:20",5.4733,2,"chrisatumd,claribelgonell,cvaisnor,mzlatic1"
353,11184200,"Azure Xia","2023-12-08 03:23:59",5.4733,2,"azurexia,yidaotianxia"
354,11383576,ginger,"2023-12-19 02:50:42",5.4734,2,kinpika
355,11010703,iamjclu,"2023-12-19 06:45:08",5.4734,1,iamjclu
356,11247025,Group35,"2023-12-09 13:27:16",5.4734,2,"chengzhi97,yhuan5"
357,11180055,Avengers,"2023-12-18 05:12:12",5.4734,2,physheng
358,11060618,"Ian Chu Te","2023-12-11 01:53:40",5.4734,2,ianchute
359,11384540,A6So1uTeX,"2023-12-14 04:36:02",5.4734,2,"a6so1utex,berniejzc"
360,11359998,kazyyy,"2023-12-17 07:05:13",5.4734,2,kazyyy
361,11059340,"Skander Haddad","2023-12-17 13:39:19",5.4734,2,skanderhaddad
362,11254256,YeTong,"2023-11-21 16:09:06",5.4734,2,yetong6
363,10985551,jammings,"2023-12-20 17:45:00",5.4734,2,jammings
364,11135064,"Pavel Romanchenko","2023-12-07 20:01:53",5.4734,1,promanch
365,11121419,"Michael Kingston","2023-12-07 22:15:21",5.4734,2,michaelkingston
366,10983741,"Ben Kamen","2023-12-11 19:06:02",5.4734,2,"benkamen,sushi426"
367,10993677,Rlxxnnn,"2023-12-12 06:37:13",5.4734,2,rlxxnnn
368,10964406,"Ming Shen","2023-12-15 03:50:29",5.4734,2,mingshenlovefish
369,11032467,队名没想好,"2023-12-14 02:41:11",5.4734,2,zeron0
370,10958597,"Akira Hirohashi","2023-12-12 03:45:15",5.4734,2,akirahirohashi
371,11242229,syang58,"2023-12-08 04:12:59",5.4734,1,"syang58,ziweima3"
372,10963673,"Anil Reddy","2023-12-11 14:14:04",5.4734,2,anilreddyvv
373,11036410,"Hao Wang","2023-12-12 02:25:15",5.4734,2,geminiwang
374,11012822,xienasijia,"2023-12-12 02:36:13",5.4734,2,xienasijia
375,10976616,"Aristotelis Patsopoulos","2023-12-14 09:47:55",5.4734,2,arispatsopoulos
376,11051949,LongVu,"2023-12-08 12:25:28",5.4734,2,vuduclong0309
377,10949437,"dragon zhang","2023-12-20 11:09:53",5.4734,2,dragonzhang
378,11336840,Kei.Shibata,"2023-12-12 01:25:55",5.4734,2,keishibata
379,10987741,"Dmitry Sirenchenko","2023-12-11 21:30:41",5.4734,2,dmitrysirenchenko
380,11366372,Octovalents,"2023-12-12 14:36:10",5.4734,2,benidictusgalihmp
381,11366660,Ahead,"2023-12-16 05:56:45",5.4734,2,"atxttttt,joyceyh"
382,11368006,"Peter Zhang","2023-12-13 05:50:01",5.4734,2,peterzhb
383,11355850,"Alexander Nichiporenko","2023-12-11 19:25:55",5.4734,2,alexnich
384,11207672,machineguy,"2023-12-11 18:54:15",5.4734,2,"lavina1767,machineguy"
385,11093442,"Thiago Mantuani","2023-12-11 17:18:38",5.4734,2,thiagomantuani
386,11068496,"Udaya Bhanu","2023-12-13 15:18:14",5.4734,2,udayabhanu
387,11309412,FanshuoZeng,"2023-12-12 01:37:10",5.4734,2,fanshuozeng
388,10956914,"THUNDER THUNDER","2023-12-12 04:52:43",5.4734,2,thunderthunder
389,10958336,Jiang.Zhan,"2023-12-11 23:06:55",5.4734,2,jiang1zhan
390,10969914,awdrgyjilplij,"2023-12-12 10:31:23",5.4734,2,"awdrgyjilplij,chrisnine,linqiwei"
391,11283328,BrainAI_hwlee,"2023-12-08 12:47:29",5.4734,1,leeheewon01
392,11039209,"Pavel Pavlov","2023-12-11 12:03:48",5.4734,2,akakii
393,11167242,"WeiJie Miao","2023-12-11 02:05:17",5.4734,2,weijiemiao
394,11189097,zhs,"2023-12-12 01:59:41",5.4734,2,cyberzzhhss
395,10956763,Toru59er,"2023-12-12 08:10:53",5.4734,2,toru59er
396,11356551,Shibata,"2023-12-11 15:51:30",5.4734,2,rabishibata
397,11109558,HaosongSun,"2023-12-13 06:10:20",5.4734,2,haosongsun
398,10949254,"Izzan S. A.","2023-12-14 16:00:40",5.4734,2,isamobagaming
399,11238142,tuttiii,"2023-12-11 23:06:27",5.4734,2,tuttiii
400,11183332,"Hamza Ghani","2023-12-08 19:27:26",5.4734,1,hamzag95
401,11275835,"Tejas Shahpuri","2023-12-08 19:27:33",5.4734,1,"charleszhangchao,tejasshahpuri"
402,10944722,Terps,"2023-12-08 19:43:14",5.4734,1,terpsmeta
403,10955724,"Ben Jenkins","2023-12-14 00:38:18",5.4734,2,"benjenkins96,stevejenkins"
404,10945482,kglctf,"2023-12-12 09:44:37",5.4734,2,kglctf
405,11120874,"Dehao Dai","2023-12-13 23:25:17",5.4734,2,alexanderdavy
406,11370120,"Hussien Dawood","2023-12-14 00:30:15",5.4734,2,hussiendaoud
407,10958215,AndNov,"2023-12-20 17:08:34",5.4734,2,andnov
408,10961442,"tensor choko","2023-12-09 02:24:50",5.4734,1,tensorchoko
409,11225134,"Guillermo Perez G","2023-12-15 11:26:09",5.4734,2,guillermoperezg
410,11257396,betachu,"2023-12-09 04:57:50",5.4734,2,betachu
411,11298192,ouyangyuyin,"2023-12-09 06:15:10",5.4734,2,ouyangyuyin
412,11191005,sapayush01,"2023-12-13 09:04:31",5.4734,2,sapayush01
413,10996035,spangebub,"2023-12-11 22:52:56",5.4734,2,jacobalstrup
414,11295636,"Nikolai Neustroev","2023-12-12 10:50:28",5.4734,2,neustroev
415,11015438,XinYiLea,"2023-12-09 07:51:15",5.4734,1,xinyilea
416,11352716,都是渣渣,"2023-12-09 07:58:58",5.4734,1,gali1eo
417,11327813,Yuzupin,"2023-12-09 08:58:41",5.4734,1,yuzukiishikawa
418,11159021,TakazawaMasato,"2023-12-09 09:33:59",5.4734,1,takazawamasato
419,10981664,Amihua,"2023-12-12 08:02:51",5.4734,2,amihua
420,11077338,Alex,"2023-12-12 12:51:45",5.4734,2,autoironman
421,11052672,FinAI_Kaggle_1_Team,"2023-12-11 12:48:40",5.4734,2,"h31337,mr2010,ryowing"
422,10968158,"Zhihuan Xue","2023-12-09 10:57:01",5.4734,2,xuantianfengwu
423,11116576,"Jiaxun Luo","2023-12-12 15:33:44",5.4734,2,"jiaxunluo,vivi0724"
424,11350880,"Maher Al Aabed","2023-12-12 15:22:30",5.4734,2,maheralaabed
425,11039554,"KTÜN BRK AI","2023-12-11 15:44:59",5.4734,2,arcielbaez
426,11213950,"Gorbachev Kirill","2023-12-12 11:37:10",5.4734,2,gorbachevkirill
427,11058450,"Ablay Dosmaganbetov","2023-12-09 13:56:29",5.4734,1,ablaydosmaganbetov
428,11073103,Onkar,"2023-12-15 08:17:35",5.4734,2,onkardhamapurkar
429,11280609,Mercenaires,"2023-12-12 20:28:51",5.4734,2,"ahmedsoumer,cyrilguerin,ferdgn,gassetmathieu"
430,10961082,"bush raymond","2023-12-12 01:13:47",5.4734,2,bushraymond
431,11357537,"Geray Gench","2023-12-18 20:37:21",5.4734,2,geraygench
432,11091163,Vibhatsu,"2023-12-15 15:32:29",5.4734,2,vibhatsu
433,10983939,Edi-QuantSIG,"2023-12-09 16:58:13",5.4734,2,"alexandermurphy123,muradmagdiyev,sachinloecher"
434,11108232,"Mayank Bhaskar","2023-12-16 17:37:18",5.4734,2,cataluna84
435,10958323,"Daniel Rohacs","2023-12-11 17:42:49",5.4734,2,danielrohacs
436,11003970,Chiwawa1355,"2023-12-09 21:00:20",5.4734,1,kevinho111
437,10963739,"Bassil Bassiouny","2023-12-15 00:25:48",5.4734,2,bosbos
438,10964329,naturalseeker,"2023-12-10 00:41:03",5.4734,2,"naturalseeker,qondojanfaf"
439,10952484,"Sihan Lv","2023-12-10 01:02:45",5.4734,1,sihanlv
440,11340862,aaocat,"2023-12-10 02:10:54",5.4734,2,aaocat
441,10961513,Yu-WeiChang,"2023-12-12 03:18:31",5.4734,2,ernie55ernie
442,10946959,"QT Team","2023-12-10 02:46:07",5.4734,2,"buyigeng,derekjjj,yaozhiyuan"
443,11087760,"Sylvia Jin12","2023-12-20 01:45:12",5.4734,2,"dx0zart,fionasy,freyaduu,qiqizhang114,sylviajin12"
444,11062488,"Wenxuan Ye","2023-12-10 05:53:21",5.4734,1,akomwins
445,11113162,"Hongt Li","2023-12-10 06:33:33",5.4734,1,hongtli
446,10976378,lcaire,"2023-12-12 08:16:30",5.4734,2,"namanbansal4122,newtonbaba12345,pjmathematician"
447,10978167,"Liuda Cheldieva the Slayer","2023-12-10 10:47:41",5.4734,1,liudacheldieva
448,11084604,kutzoa,"2023-12-10 12:10:01",5.4734,2,kutzoa
449,11111129,"zhendong niu","2023-12-19 13:51:07",5.4734,2,zhendongniu
450,11323844,"Guangda Dai","2023-12-13 13:13:40",5.4734,2,guangdadai
451,11290709,"buqing zhu","2023-12-10 14:26:51",5.4734,1,buqingzhu
452,10947713,"BNU SZU donor","2023-12-13 11:13:41",5.4734,2,"david01szu,kongziyuan"
453,11255848,nihilisticneuralnet,"2023-12-10 17:06:44",5.4734,2,nihilisticneuralnet
454,11269099,"A.Mohan kumar","2023-12-10 17:50:17",5.4734,1,amohankumar
455,11000253,"Mikhail Fadeev","2023-12-20 20:09:07",5.4734,2,mikhailfadeev
456,11180390,MerajAhmed123,"2023-12-20 16:32:20",5.4734,2,"arsalaan7,merajahmed123,mohdrehan001"
457,11072601,"En passant","2023-12-10 19:27:02",5.4734,2,rtotdeyzakelijk
458,11186254,"Hyomin Kang","2023-12-11 16:32:27",5.4734,2,hyominkang
459,11336350,"John #5","2023-12-15 20:07:40",5.4734,2,shuitest
460,11370720,ytGao7,"2023-12-13 00:54:51",5.4734,2,"peihe0,ytgao7"
461,10959434,"mingshuo li","2023-12-10 22:28:09",5.4734,2,mingshuoli
462,11048199,"Kago Gu","2023-12-12 03:01:19",5.4734,2,anotherjulie
463,11184759,"Jocelyn McConnon","2023-12-20 02:51:54",5.4734,2,jocelynmcconnon
464,11374930,"Nikita Belousov","2023-12-16 13:01:02",5.4734,2,nikitabelousov1
465,11354538,Xin_avicii,"2023-12-12 08:21:24",5.4734,2,xinavicii
466,11326463,NoCode,"2023-12-11 02:41:23",5.4734,2,ykshang
467,11093123,"Baptiste Frmt","2023-12-13 17:17:19",5.4734,2,baptistefrmt
468,11302399,snakajima,"2023-12-11 04:35:13",5.4734,1,nakajima17
469,10993181,Sphinx,"2023-12-11 05:05:44",5.4734,1,"krabhijeet,vinichaturvedi"
470,11375059,"Bismillah Kuat","2023-12-13 16:31:13",5.4734,2,fairuuznurdiaz
471,10952888,MujieZhao,"2023-12-11 06:15:00",5.4734,1,mujiezhao
472,10951448,ABXI,"2023-12-12 02:46:39",5.4734,2,keavysara
473,11307126,"Waleed Abujaish","2023-12-13 07:52:05",5.4734,2,waleedabujaish
474,10946577,TBD,"2023-12-11 08:43:06",5.4734,1,"haowind,qizeliu,yuchenliang00"
475,10947200,"Vaibhav Sharma","2023-12-12 04:27:58",5.4734,2,vaibhavsharma3012
476,11113452,fenqii,"2023-12-11 09:54:42",5.4734,1,lelelu
477,11016127,LoveLYX,"2023-12-20 05:47:04",5.4734,2,"elizabethriddle,lovelyx,ruler611,sujdsujd,tianyixiang"
478,11297661,wwewwt,"2023-12-12 05:31:06",5.4734,2,wwewwt
479,11129181,SunYifan1516,"2023-12-19 07:44:20",5.4734,2,sunyifan1516
480,11375091,Tan054,"2023-12-11 12:04:29",5.4734,2,tanishphopalkar
481,11006607,"Danila Lapokin","2023-12-11 14:08:14",5.4734,1,danilalapokin
482,11005303,Albertareap,"2023-12-11 16:31:44",5.4734,2,albertareap
483,11378911,nvstorks,"2023-12-12 14:57:26",5.4734,2,nvstorks
484,11036829,"young louis","2023-12-12 02:16:02",5.4734,2,younglouis
485,10952467,"Santiago Mota","2023-12-12 06:37:10",5.4734,2,santiagomota
486,11349791,"Peter CXL","2023-12-12 06:43:31",5.4734,2,a6893676
487,11378909,byebyeyy,"2023-12-12 14:58:30",5.4734,2,byebyeyy
488,11274999,wnmgrn,"2023-12-12 16:54:44",5.4734,2,wnmgrn
489,11269558,"kazuki morikawa","2023-12-15 01:32:25",5.4734,2,kazukimorikawa
490,11384870,"Liu XiaoXuan6574","2023-12-13 00:02:37",5.4734,1,liuxiaoxuan6574
491,11384422,"Wang Bin","2023-12-13 01:58:49",5.4734,2,finrod86921812
492,11080755,yvdse,"2023-12-13 03:08:15",5.4734,1,tongyin16
493,10963687,noyesnono,"2023-12-13 03:32:54",5.4734,2,noyesnono
494,10972242,"Yoshimoto Kurihara","2023-12-20 18:13:09",5.4734,2,"kakishu,yoshimotokurihara"
495,11329231,Eyre123,"2023-12-20 05:49:01",5.4734,2,eyre123
496,11359896,"Dongming Xie","2023-12-13 07:29:37",5.4734,2,xdm67959
497,11388991,liuyujie,"2023-12-13 12:25:44",5.4734,2,yujieliu0925
498,11304913,"Alexey Prikhodko","2023-12-13 10:47:56",5.4734,2,alexeyayaya
499,10994657,xzrrooney,"2023-12-14 14:48:51",5.4734,2,xzrrooney
500,11320096,"Prashant Maske","2023-12-13 17:08:34",5.4734,2,prashantmaske330
501,11185388,"Bofan Ji","2023-12-14 04:16:47",5.4734,2,"bofanji,hakarukei,kevdia,tuckersaland"
502,11371367,marcy,"2023-12-14 06:58:55",5.4734,2,marc326marcy
503,10962038,"Disha Choraria","2023-12-16 06:29:26",5.4734,2,"dishachoraria,prashant200104"
504,11018470,"Serhii Kharchuk","2023-12-15 18:23:21",5.4734,2,serhiikharchuk
505,11391665,Saiprasad,"2023-12-18 06:58:20",5.4734,2,sunmoon
506,11282285,qpuch,"2023-12-15 15:46:59",5.4734,2,qpuchen
507,11008330,"Taizhuo Tang","2023-12-20 02:47:39",5.4734,2,tztang
508,11313116,ZhengBozhong,"2023-12-16 11:23:45",5.4734,1,zhengbozhong
509,10947663,Bioxes,"2023-12-16 16:09:41",5.4734,2,bioxes
510,11282065,"Lingruo Pan","2023-12-16 18:06:29",5.4734,2,"aoranzhangmia,lingruopan"
511,11160192,"Keep Learning","2023-12-16 19:18:56",5.4734,2,jingliw86
512,10949603,My_User_Name,"2023-12-16 21:06:07",5.4734,1,cpeng78
513,10996996,"Alex Luo","2023-12-17 02:03:37",5.4734,2,shiluo
514,11372537,"Konrad Wojtasik","2023-12-17 11:27:27",5.4734,2,luxxar
515,10949301,"J. V. King","2023-12-18 02:08:17",5.4734,2,jvking
516,11387341,"Иван Третьяков","2023-12-17 20:31:06",5.4734,2,hopeofchange
517,10951106,"MS-05 ざこ","2023-12-18 01:06:15",5.4734,1,royalacecat
518,11358306,Javeed_Shaik,"2023-12-20 12:54:34",5.4734,2,javeed42
519,11302133,"lala's diary","2023-12-20 00:42:30",5.4734,2,yuanjianellaliang
520,10954304,"Data Sailor","2023-12-18 13:04:26",5.4734,1,yousifabdalla
521,11350291,NayaRetnoLula,"2023-12-18 16:11:13",5.4734,1,chudriananayadwikara
522,10962396,DLvector,"2023-12-19 07:07:06",5.4734,2,dgi1995
523,10945796,Zq5yGzjg,"2023-12-19 08:26:46",5.4734,2,zq5ygzjg
524,10952673,mimi,"2023-12-20 07:32:28",5.4734,2,wanghang123
525,10949785,LindadadaQi,"2023-12-20 09:30:53",5.4734,2,zhuuuuuibangdewo
526,11330637,"Ethan Cheung","2023-12-20 10:42:59",5.4734,2,ethanallan
527,10972387,"Tianyi Pan","2023-12-20 17:28:27",5.4734,1,tianyipan123
528,11030532,"Vivekanand Verma","2023-12-16 13:09:44",5.4734,2,vivekanandverma
529,11337329,"Chen Da","2023-12-16 08:39:02",5.4734,2,pydarren
530,11055953,yukio,"2023-12-16 11:33:55",5.4734,2,yukioseki
531,11378180,takashi,"2023-12-20 05:25:45",5.4734,2,takashi030210
532,11235688,"Sicong Chen","2023-12-20 09:17:11",5.4734,2,cscruc
533,10953642,HNing,"2023-12-14 19:18:14",5.4734,2,firenh
534,11385731,myyeahnet,"2023-12-19 06:23:30",5.4734,2,"mygdk11,myyeahnet,sjtuys,xiaoheping,zhilingtangatkaggle"
535,11036597,green,"2023-12-20 12:59:29",5.4734,2,greenjohn
536,11371292,"Journey To The West","2023-12-20 05:11:17",5.4734,2,"xiangyuhhhh,yinuox"
537,11180354,"Team Vision","2023-12-12 12:18:27",5.4735,2,"chinzorigtganbat,lkhagwasuren,munhuu88"
538,11194021,YiwenDing,"2023-12-20 14:40:01",5.4735,2,eventing
539,11332852,sta龙_111,"2023-12-16 03:21:05",5.4735,2,sta111
540,11328558,"Vladimir Sveshnikov","2023-12-17 07:24:25",5.4735,2,vladimirsvsv77
541,11175038,刚刚我错过的大雨，握不住的盛夏~啊~,"2023-12-13 19:26:12",5.4735,2,"q517122606,qingyunran,yichengqian22,zhouziai10"
542,11084629,"qiqi shu","2023-12-18 00:35:30",5.4735,2,qiqishu
543,11063977,YT,"2023-12-20 14:32:27",5.4735,2,yingertang
544,10951679,V_TEST,"2023-12-20 14:39:36",5.4735,2,"jharden1113,rudyzeng"
545,11302050,llmisleauu,"2023-12-20 17:59:29",5.4735,2,"blinging,chrisleff,llmisleauu,simonnnnn,xushuwei"
546,11113911,UPC小何,"2023-12-16 07:18:37",5.4735,2,"halcyoon,schwa6,unicorn368,upcaaa"
547,11094566,"Zengyin Zhang","2023-12-11 17:22:49",5.4735,2,zengyinzhang
548,11027324,"feng jin","2023-12-20 07:49:08",5.4735,2,fengjin999
549,11318473,JoeJJJJ,"2023-12-15 04:28:32",5.4735,2,joejjjj
550,10950658,"Mctavish Street Traders","2023-12-01 17:12:45",5.4735,2,"mikhailbaranchuk,nicholaskiriazis,tylerkastner"
551,11010469,"Snk Mkt","2023-12-20 06:25:22",5.4735,2,snkmkt
552,11052049,JRPC,"2023-12-19 10:16:36",5.4735,2,juanricardop
553,11338836,madarauchiha1203,"2023-12-15 01:00:17",5.4736,2,madarauchiha1203
554,11115170,milkcoffeen,"2023-12-12 06:12:59",5.4736,2,milkcoffeen
555,10957991,SJTU-aslkite,"2023-12-18 12:11:04",5.4736,2,"sjtuaslkite,yangpuhan"
556,11121733,nevret,"2023-12-20 06:24:03",5.4736,2,nevret93
557,11055198,Hiro,"2023-12-17 23:29:36",5.4736,1,hirokura
558,11349840,BololokaGoose,"2023-12-08 16:08:51",5.4736,1,shujiewang3039
559,11121093,juzehao,"2023-12-20 18:04:20",5.4736,2,juzehao
560,11056838,ph_one1,"2023-12-20 17:46:00",5.4736,2,phone1
561,10961019,UnlimitedQuant,"2023-12-19 10:30:03",5.4736,2,"chujiafang98,liyining,wenqizhoualan"
562,10951499,Diego,"2023-11-26 00:43:50",5.4736,2,dingdiego
563,11036082,HK,"2023-12-12 01:37:39",5.4736,2,hizurukonishi
564,11095950,ML_FP_NCKU,"2023-12-18 12:28:03",5.4736,2,"damonhou,re6125015ncku,trisgcm13"
565,10948186,IC2,"2023-12-19 05:05:37",5.4736,2,jonathanchan
566,11164431,"Nautilus Carpenter","2023-11-22 19:45:20",5.4736,1,nautiluscarpenter
567,11311679,"Olga Ivanova","2023-12-20 17:32:30",5.4736,2,olgaiv39
568,10953773,"Sungho Shim","2023-12-20 15:08:33",5.4736,2,sunghoshim
569,11308165,kambehmw,"2023-12-20 06:18:48",5.4736,1,kanbehmw
570,11145839,Kensuke.Y,"2023-12-20 04:16:16",5.4736,1,"kensukey,koshimatsuda,okudokota"
571,10957814,OSM-JP-CJX,"2023-12-18 14:49:10",5.4736,1,"alexia0361,caijiaxu,josepeeterson"
572,11347506,JSLim7,"2023-12-11 19:47:24",5.4737,1,jslim7
573,10949411,Wangjiasheng22,"2023-12-20 10:53:02",5.4737,2,wangjiasheng22
574,11216173,shengzn,"2023-12-20 06:36:43",5.4737,2,shengzn
575,11377322,cocogu2,"2023-12-11 23:59:44",5.4737,2,cocogu2
576,11376503,newduck,"2023-12-13 10:26:38",5.4737,2,newduck
577,10961374,dangnguyen1997,"2023-12-13 07:26:54",5.4737,2,dangnguyen97
578,11317697,kaggle_mini,"2023-12-19 15:39:56",5.4737,2,"addicated,aiforcode,kagglegoski,kagglemini"
579,11376017,asdfjiachenzhang,"2023-12-13 12:31:27",5.4737,2,asdfjiachenzhang
580,11008318,"Oleksiy Kononenko","2023-12-18 19:43:47",5.4737,2,kononenko
581,11032802,jhanzhang,"2023-12-19 14:50:37",5.4737,2,jhanzhang
582,11386828,么了okayoksff,"2023-12-13 03:03:52",5.4737,2,okayoksff
583,11376366,menofail,"2023-12-13 13:08:53",5.4737,2,menofail
584,11343838,"Seeking Quant Intern:))","2023-12-15 04:47:08",5.4737,2,"dongyinglun,zhaoyuanwang"
585,11288812,wommow,"2023-12-10 15:47:19",5.4737,2,wommow
586,11049541,LIUHAHA1888,"2023-12-19 00:55:50",5.4737,2,liuhaha1888
587,11215154,HB,"2023-12-19 16:14:34",5.4737,2,ajobseeker
588,11090108,"Xia Bolin","2023-12-14 08:41:52",5.4737,2,xiabolin
589,11258048,wy0001,"2023-12-20 02:21:16",5.4737,2,wy0001
590,10980995,RambleWisely,"2023-12-20 11:14:12",5.4737,2,"mihailturlakov,ruizhy,wguesdon"
